"","date","id","winner","loser","date_2"
"684",2018-10-24,"/matches/4184944179","Virtus.pro","Ninjas in Pyjamas",2017-02-14
"685",2018-10-24,"/matches/4184872331","Virtus.pro","Ninjas in Pyjamas",2017-02-16
"686",2018-10-24,"/matches/4184265897","Team Secret","Vici Gaming",2017-02-20
"687",2018-10-24,"/matches/4183927151","Team Serenity","iG Vitality",2017-02-21
"688",2018-10-24,"/matches/4184351582","Aurora Esports club","Newbee Young",2017-02-22
"689",2018-10-24,"/matches/4184262234","Aurora Esports club","Newbee Young",2017-03-01
"690",2018-10-24,"/matches/4184178055","Vici Gaming","Team Secret",2017-03-16
"691",2018-10-24,"/matches/4184958702","Forward Gaming","EVOS Esports",2017-03-18
"692",2018-10-24,"/matches/4184876337","Forward Gaming","EVOS Esports",2017-03-27
"693",2018-10-24,"/matches/4184767482","Team Aster","EVOS Esports",2017-03-28
"694",2018-10-24,"/matches/4184670119","Team Aster","EVOS Esports",2017-04-03
"695",2018-10-24,"/matches/4184101086","Lotac","Fnatic",2017-04-09
"696",2018-10-24,"/matches/4184003337","Lotac","Fnatic",2017-04-16
"697",2018-10-25,"/matches/4186127407","compLexity Gaming","Ninjas in Pyjamas",2017-05-04
"698",2018-10-25,"/matches/4185928469","compLexity Gaming","Ninjas in Pyjamas",2017-05-08
"699",2018-10-25,"/matches/4185799546","Evil Geniuses","Alliance",2017-05-17
"700",2018-10-25,"/matches/4185683334","Alliance","Evil Geniuses",2017-05-20
"701",2018-10-25,"/matches/4186102798","Forward Gaming","Team Aster",2017-05-29
"702",2018-10-25,"/matches/4185928845","Team Aster","Forward Gaming",2017-06-22
"703",2018-10-25,"/matches/4186574601","Infamous Young","Thunder Predator",2017-07-05
"704",2018-10-25,"/matches/4185745466","Team Secret","paiN Gaming",2017-07-09
"705",2018-10-25,"/matches/4185679954","Team Secret","paiN Gaming",2017-07-16
"706",2018-10-25,"/matches/4186479392","Virtus.pro","Team Secret",2017-08-23
"707",2018-10-25,"/matches/4186389316","Team Secret","Virtus.pro",2017-09-01
"708",2018-10-25,"/matches/4186297680","Virtus.pro","Team Secret",2017-09-08
"709",2018-10-25,"/matches/4185569797","EHOME","CDEC Gaming",2017-09-22
"710",2018-10-25,"/matches/4186488563","Vici Gaming","Team Aster",2017-09-26
"711",2018-10-25,"/matches/4186399342","Vici Gaming","Team Aster",2017-10-11
"712",2018-10-25,"/matches/4186304793","Team Aster","Vici Gaming",2017-10-24
"713",2018-10-25,"/matches/4185768092","Vici Gaming","Mineski",2017-10-25
"714",2018-10-25,"/matches/4185682871","Vici Gaming","Mineski",2017-11-01
"715",2018-10-25,"/matches/4185513198","Fnatic","Clutch Gamers",2017-11-02
"716",2018-10-25,"/matches/4185462423","Fnatic","Clutch Gamers",2017-11-06
"717",2018-10-25,"/matches/4186019432","Virtus.pro","EVOS Esports",2017-12-07
"718",2018-10-25,"/matches/4185928449","Virtus.pro","EVOS Esports",2017-12-11
"719",2018-10-25,"/matches/4185827804","Fnatic","Lotac",2017-12-24
"720",2018-10-25,"/matches/4185747044","Fnatic","Lotac",2017-12-27
"721",2018-10-25,"/matches/4185741706","Lotac","Fnatic",2018-01-02
"722",2018-10-25,"/matches/4185668920","Lotac","Fnatic",2018-01-08
"723",2018-10-25,"/matches/4185599861","Fnatic","Lotac",2018-01-21
"724",2018-10-26,"/matches/4187322534","Evil Geniuses","compLexity Gaming",2018-01-27
"725",2018-10-26,"/matches/4187224996","Evil Geniuses","compLexity Gaming",2018-01-29
"726",2018-10-26,"/matches/4187903012","Team Secret","Evil Geniuses",2018-02-04
"727",2018-10-26,"/matches/4187752911","Team Secret","Evil Geniuses",2018-02-19
"728",2018-10-26,"/matches/4187592399","paiN Gaming","Forward Gaming",2018-02-20
"729",2018-10-26,"/matches/4187461676","paiN Gaming","Forward Gaming",2018-02-24
"730",2018-10-26,"/matches/4187015374","Aurora Esports club","Invictus Gaming",2018-03-14
"731",2018-10-26,"/matches/4187478383","Team EVER","Team Serenity",2018-03-15
"732",2018-10-26,"/matches/4187279265","Team EVER","Team Serenity",2018-03-21
"733",2018-10-26,"/matches/4187253452","Execration","Clutch Gamers",2018-04-21
"734",2018-10-26,"/matches/4187140742","Execration","Clutch Gamers",2018-04-23
"735",2018-10-27,"/matches/4190235763","Team Secret","paiN Gaming",2018-05-01
"736",2018-10-27,"/matches/4190155073","Team Secret","paiN Gaming",2018-05-07
"737",2018-10-27,"/matches/4189556798","paiN Gaming","Team Aster",2018-06-01
"738",2018-10-27,"/matches/4189447572","paiN Gaming","Team Aster",2018-06-07
"739",2018-10-27,"/matches/4189291137","Team Aster","paiN Gaming",2018-06-19
"740",2018-10-27,"/matches/4189993287","Vici Gaming","Virtus.pro",2018-06-21
"741",2018-10-27,"/matches/4189865872","Virtus.pro","Vici Gaming",2018-07-03
"742",2018-10-27,"/matches/4189718921","Vici Gaming","Virtus.pro",2018-07-07
"743",2018-10-27,"/matches/4189097985","Team Serenity","Aurora Esports club",2018-07-11
"744",2018-10-27,"/matches/4188999266","Team Serenity","Aurora Esports club",2018-07-22
"745",2018-10-27,"/matches/4189488737","EHOME","Team EVER",2018-07-26
"746",2018-10-27,"/matches/4189387701","EHOME","Team EVER",2018-07-28
"747",2018-10-28,"/matches/4192237735","Team Secret","Vici Gaming",2018-07-31
"748",2018-10-28,"/matches/4192167650","Team Secret","Vici Gaming",2018-08-17
"749",2018-10-28,"/matches/4192159128","Team Secret","Vici Gaming",2018-08-18
"750",2018-10-28,"/matches/4192051898","Vici Gaming","Team Secret",2018-08-23
"751",2018-10-28,"/matches/4191920420","Vici Gaming","Team Secret",2018-08-29
"752",2018-10-28,"/matches/4191790182","Team Secret","Vici Gaming",2018-09-03
"753",2018-10-28,"/matches/4191479537","Team Secret","Virtus.pro",2018-09-05
"754",2018-10-28,"/matches/4191349439","Team Secret","Virtus.pro",2018-09-19
"755",2018-10-28,"/matches/4191342946","Team Serenity","EHOME",2018-09-27
"756",2018-10-28,"/matches/4190964823","Team Serenity","Team EVER",2018-10-02
"757",2018-10-28,"/matches/4190880485","Team EVER","Team Serenity",2018-10-10
